FPR,TPR,Thresholds
0.0,0.0,inf
0.0,0.633003300330033,1.0
0.0,0.6376237623762376,0.9999999
0.0,0.6382838283828383,0.99999976
0.0,0.6402640264026402,0.99999964
0.0,0.640924092409241,0.9999995
0.0,0.6422442244224422,0.9999994
0.0,0.642904290429043,0.9999993
0.0,0.643894389438944,0.99999917
0.0,0.6445544554455446,0.9999989
0.0,0.6452145214521452,0.99999845
0.0,0.6462046204620462,0.9999981
0.0,0.6468646864686468,0.99999726
0.0,0.6481848184818482,0.999997
0.0,0.6511551155115511,0.9999951
0.0,0.6518151815181518,0.9999949
0.0,0.6607260726072607,0.9999752
0.0,0.6613861386138614,0.9999751
0.0,0.6636963696369637,0.99995995
0.0,0.6643564356435644,0.9999502
0.0,0.666006600660066,0.99988604
0.0026402640264026403,0.666006600660066,0.9998853
0.0026402640264026403,0.667986798679868,0.99986947
0.0026402640264026403,0.6686468646864686,0.9998691
0.0026402640264026403,0.6696369636963696,0.9998574
0.0026402640264026403,0.6706270627062706,0.999856
0.0026402640264026403,0.6851485148514852,0.99939454
0.005280528052805281,0.6851485148514852,0.999343
0.005280528052805281,0.6864686468646864,0.9991702
0.007260726072607261,0.6864686468646864,0.99914753
0.007260726072607261,0.689108910891089,0.99897754
0.009900990099009901,0.689108910891089,0.9989661
0.009900990099009901,0.6917491749174918,0.99870026
0.01353135313531353,0.6917491749174918,0.9986786
0.01353135313531353,0.6937293729372938,0.99843174
0.015511551155115511,0.6937293729372938,0.99834037
0.015511551155115511,0.6983498349834983,0.9976156
0.01749174917491749,0.6983498349834983,0.9975573
0.01749174917491749,0.7099009900990099,0.99170285
0.02013201320132013,0.7099009900990099,0.9917001
0.02013201320132013,0.7151815181518152,0.98242146
0.02013201320132013,0.7158415841584158,0.9821046
0.02013201320132013,0.7198019801980198,0.97553635
0.0231023102310231,0.7198019801980198,0.97509164
0.0231023102310231,0.7273927392739274,0.95360947
0.026402640264026403,0.7277227722772277,0.9529011
0.026402640264026403,0.7303630363036303,0.939465
0.02838283828382838,0.7303630363036303,0.93804413
0.02838283828382838,0.7412541254125412,0.79588825
0.030693069306930693,0.7415841584158416,0.7950439
0.030693069306930693,0.7501650165016501,0.6005982
0.03399339933993399,0.7501650165016501,0.58963495
0.03399339933993399,0.7521452145214521,0.55200094
0.036963696369636964,0.7521452145214521,0.54860485
0.036963696369636964,0.7524752475247525,0.5459748
0.04026402640264026,0.7524752475247525,0.5358855
0.04026402640264026,0.7597359735973598,0.34966433
0.04257425742574258,0.76006600660066,0.34835044
0.04257425742574258,0.7623762376237624,0.3237737
0.044884488448844885,0.7623762376237624,0.31954277
0.044884488448844885,0.7627062706270628,0.31685996
0.048184818481848184,0.763036303630363,0.31249356
0.0504950495049505,0.763036303630363,0.3112196
0.0504950495049505,0.7633663366336634,0.30949065
0.05313531353135314,0.7636963696369637,0.30482098
0.05313531353135314,0.7646864686468647,0.29799217
0.05577557755775578,0.765016501650165,0.2957944
0.05577557755775578,0.767986798679868,0.28043818
0.05742574257425743,0.767986798679868,0.28008345
0.06006600660066007,0.7683168316831683,0.27921802
0.06006600660066007,0.7686468646864687,0.27832216
0.06303630363036304,0.768976897689769,0.2756614
0.06534653465346535,0.768976897689769,0.27479008
0.06534653465346535,0.76996699669967,0.27001253
0.06864686468646865,0.7702970297029703,0.26797402
0.07095709570957096,0.7702970297029703,0.2540843
0.07425742574257425,0.7702970297029703,0.24786606
0.07425742574257425,0.7745874587458745,0.23324528
0.0768976897689769,0.7745874587458745,0.23299278
0.0768976897689769,0.7801980198019802,0.2237394
0.07788778877887789,0.7801980198019802,0.2225026
0.07788778877887789,0.7805280528052805,0.21944879
0.0801980198019802,0.7805280528052805,0.21787392
0.0801980198019802,0.7808580858085808,0.21773656
0.0834983498349835,0.7808580858085808,0.21719609
0.08613861386138613,0.7808580858085808,0.21717937
0.08844884488448845,0.7808580858085808,0.21684702
0.08844884488448845,0.7825082508250825,0.21496563
0.09042904290429044,0.7825082508250825,0.21454653
0.09042904290429044,0.7844884488448844,0.21177499
0.09108910891089109,0.7844884488448844,0.21089323
0.09108910891089109,0.7851485148514852,0.21037757
0.09372937293729373,0.7854785478547854,0.21026671
0.09372937293729373,0.7867986798679868,0.20898631
0.09537953795379538,0.7867986798679868,0.20893233
0.09537953795379538,0.7877887788778878,0.2086832
0.09768976897689768,0.7877887788778878,0.20856564
0.09966996699669967,0.7881188118811882,0.20854415
0.10165016501650165,0.7881188118811882,0.20852044
0.10495049504950495,0.7884488448844884,0.20839311
0.12079207920792079,0.7917491749174917,0.20839308
0.12442244224422443,0.7917491749174917,0.20839302
0.12442244224422443,0.7920792079207921,0.208393
0.12673267326732673,0.7927392739273927,0.20838639
0.12871287128712872,0.7933993399339934,0.20838399
0.1627062706270627,0.8006600660066007,0.20838043
0.1627062706270627,0.8013201320132013,0.20838042
0.16534653465346535,0.8013201320132013,0.2083612
0.16765676567656765,0.8013201320132013,0.20831771
0.16765676567656765,0.8033003300330033,0.20820458
0.2207920792079208,0.8188118811881188,0.2081491
0.22409240924092408,0.8188118811881188,0.20814897
0.22409240924092408,0.8191419141914191,0.20807359
0.2273927392739274,0.8191419141914191,0.20761368
0.2273927392739274,0.8201320132013201,0.20713955
0.22871287128712872,0.8201320132013201,0.20706494
0.22871287128712872,0.8224422442244225,0.20621416
0.2306930693069307,0.8224422442244225,0.20607291
0.2306930693069307,0.8227722772277227,0.20606737
0.23267326732673269,0.8227722772277227,0.20600037
0.23597359735973597,0.8227722772277227,0.20594838
0.23597359735973597,0.8231023102310231,0.20574208
0.2386138613861386,0.8234323432343235,0.20572974
0.2386138613861386,0.8240924092409241,0.20565504
0.24125412541254126,0.8240924092409241,0.20564705
0.24125412541254126,0.8254125412541254,0.20560549
0.2438943894389439,0.8254125412541254,0.20560381
0.2438943894389439,0.8260726072607261,0.20558698
0.24719471947194718,0.8260726072607261,0.20557024
0.24884488448844885,0.8264026402640264,0.20555586
0.24884488448844885,0.8273927392739274,0.20555277
0.2511551155115512,0.8273927392739274,0.2055433
0.2524752475247525,0.8273927392739274,0.20553921
0.2524752475247525,0.8277227722772277,0.2055316
0.25610561056105613,0.828052805280528,0.20552504
0.25610561056105613,0.8287128712871287,0.20550945
0.2590759075907591,0.8287128712871287,0.20550908
0.2590759075907591,0.829042904290429,0.20550758
0.262046204620462,0.829042904290429,0.20550707
0.262046204620462,0.831023102310231,0.2054559
0.2646864686468647,0.831023102310231,0.20544899
0.26666666666666666,0.831023102310231,0.20544063
0.26666666666666666,0.8323432343234324,0.2054029
0.26963696369636964,0.8323432343234324,0.20538822
0.26963696369636964,0.8326732673267326,0.2053858
0.27194719471947193,0.8326732673267326,0.20537475
0.27524752475247527,0.8326732673267326,0.20537385
0.27524752475247527,0.833003300330033,0.20534706
0.2825082508250825,0.833003300330033,0.20530772
0.2825082508250825,0.833993399339934,0.20494382
0.2848184818481848,0.833993399339934,0.20429505
0.2848184818481848,0.8343234323432344,0.2040531
0.2874587458745875,0.8343234323432344,0.20351477
0.2874587458745875,0.836963696369637,0.20154667
0.2891089108910891,0.8372937293729373,0.20146719
0.2891089108910891,0.8376237623762376,0.20076543
0.29174917491749175,0.8376237623762376,0.20068489
0.29174917491749175,0.8396039603960396,0.19985901
0.29372937293729373,0.8396039603960396,0.19964288
0.29372937293729373,0.8399339933993399,0.19951585
0.2963696369636964,0.8399339933993399,0.19941142
0.2963696369636964,0.8402640264026403,0.19932403
0.2986798679867987,0.8405940594059406,0.19932121
0.30066006600660067,0.8409240924092409,0.19928639
0.30066006600660067,0.8432343234323433,0.19897035
0.30297029702970296,0.8435643564356435,0.19896452
0.30429042904290426,0.8435643564356435,0.19896336
0.30429042904290426,0.8448844884488449,0.19894484
0.3069306930693069,0.8452145214521453,0.19891736
0.31155115511551157,0.8452145214521453,0.19889583
0.31155115511551157,0.8478547854785479,0.19882452
0.31518151815181517,0.8478547854785479,0.19882257
0.31518151815181517,0.8485148514851485,0.19881038
0.31815181518151814,0.8488448844884489,0.1987876
0.3227722772277228,0.8488448844884489,0.19876575
0.3250825082508251,0.8491749174917492,0.19875038
0.32673267326732675,0.8491749174917492,0.19872887
0.3297029702970297,0.8491749174917492,0.19871707
0.332013201320132,0.8495049504950495,0.19870064
0.333003300330033,0.8495049504950495,0.1986863
0.333003300330033,0.8511551155115512,0.1986114
0.3353135313531353,0.8511551155115512,0.19858505
0.3353135313531353,0.8521452145214522,0.19831268
0.33762376237623765,0.8521452145214522,0.19831094
0.3405940594059406,0.8524752475247525,0.19817106
0.3429042904290429,0.8528052805280528,0.1981602
0.3429042904290429,0.8537953795379538,0.19792062
0.3452145214521452,0.8541254125412542,0.19769244
0.3452145214521452,0.8547854785478548,0.19751686
0.3481848184818482,0.8547854785478548,0.19743063
0.3481848184818482,0.8551155115511551,0.19728518
0.35082508250825084,0.8551155115511551,0.19725658
0.35082508250825084,0.8554455445544554,0.19723931
0.3537953795379538,0.8554455445544554,0.19719881
0.3537953795379538,0.8557755775577558,0.19678158
0.35544554455445543,0.8557755775577558,0.19674744
0.3577557755775578,0.8557755775577558,0.19669837
0.3577557755775578,0.8564356435643564,0.19665292
0.3594059405940594,0.8564356435643564,0.1966451
0.3594059405940594,0.8567656765676568,0.19663817
0.3636963696369637,0.8567656765676568,0.19659667
0.3636963696369637,0.8574257425742574,0.19650728
0.366996699669967,0.8574257425742574,0.19648476
0.366996699669967,0.8577557755775578,0.19647084
0.368976897689769,0.8577557755775578,0.19643313
0.368976897689769,0.8597359735973598,0.1960686
0.3716171617161716,0.8597359735973598,0.19601625
0.37392739273927394,0.8597359735973598,0.1959957
0.3759075907590759,0.8597359735973598,0.19590902
0.3759075907590759,0.8603960396039604,0.19573788
0.3782178217821782,0.8607260726072608,0.19571288
0.3782178217821782,0.8613861386138614,0.19569035
0.3798679867986799,0.8613861386138614,0.19568753
0.3825082508250825,0.8613861386138614,0.19562182
0.3825082508250825,0.8617161716171617,0.19551124
0.3858085808580858,0.8617161716171617,0.19549145
0.3858085808580858,0.862046204620462,0.19548102
0.38811881188118813,0.862046204620462,0.1954365
0.38811881188118813,0.8623762376237624,0.1954327
0.3933993399339934,0.8623762376237624,0.19534925
0.3933993399339934,0.8627062706270627,0.19530627
0.3957095709570957,0.863036303630363,0.19527575
0.3957095709570957,0.8656765676567657,0.1952145
0.39702970297029705,0.8656765676567657,0.19519863
0.39834983498349835,0.866006600660066,0.19519334
0.39834983498349835,0.8663366336633663,0.19518489
0.4,0.8663366336633663,0.19517526
0.4023102310231023,0.8663366336633663,0.195156
0.4023102310231023,0.8666666666666667,0.19514944
0.404950495049505,0.8666666666666667,0.19513305
0.404950495049505,0.8676567656765677,0.1950946
0.4079207920792079,0.8676567656765677,0.1950872
0.41023102310231024,0.8676567656765677,0.19505626
0.41023102310231024,0.8683168316831683,0.1950495
0.41254125412541254,0.8686468646864687,0.19504318
0.4161716171617162,0.8686468646864687,0.19504093
0.4161716171617162,0.8709570957095709,0.19496697
0.4174917491749175,0.8709570957095709,0.19495818
0.4174917491749175,0.8712871287128713,0.19494998
0.4198019801980198,0.8716171617161717,0.19494943
0.4198019801980198,0.8722772277227723,0.19492795
0.4231023102310231,0.8722772277227723,0.19489928
0.4231023102310231,0.8726072607260726,0.19480693
0.42475247524752474,0.8729372937293729,0.19480021
0.4270627062706271,0.8729372937293729,0.1947896
0.4270627062706271,0.8739273927392739,0.19474874
0.4293729372937294,0.8742574257425743,0.19472127
0.4316831683168317,0.8742574257425743,0.19467908
0.4316831683168317,0.8752475247524752,0.19462025
0.43399339933993397,0.8752475247524752,0.19458096
0.43399339933993397,0.8759075907590759,0.19449164
0.4372937293729373,0.8759075907590759,0.19447961
0.4372937293729373,0.8768976897689769,0.19432513
0.4402640264026403,0.8772277227722772,0.19427787
0.4402640264026403,0.8778877887788779,0.19419582
0.4402640264026403,0.8785478547854786,0.19419165
0.48052805280528055,0.8874587458745875,0.19419135
0.48052805280528055,0.8877887788778878,0.19419132
0.48283828382838284,0.8877887788778878,0.19418553
0.4844884488448845,0.8877887788778878,0.1941839
0.4858085808580858,0.8881188118811881,0.19418089
0.4858085808580858,0.8891089108910891,0.19417617
0.4881188118811881,0.8891089108910891,0.19416676
0.4881188118811881,0.8897689768976897,0.1941519
0.5402640264026403,0.9042904290429042,0.19411951
0.5422442244224422,0.9042904290429042,0.19411945
0.5422442244224422,0.904950495049505,0.19411148
0.5495049504950495,0.9066006600660066,0.19410919
0.5844884488448845,0.9148514851485149,0.19410914
0.5871287128712871,0.9148514851485149,0.19409885
0.5871287128712871,0.9151815181518151,0.1940986
0.5891089108910891,0.9151815181518151,0.19409457
0.5891089108910891,0.9158415841584159,0.19405538
0.5910891089108911,0.9158415841584159,0.19401753
0.5910891089108911,0.9181518151815181,0.19382642
0.5943894389438944,0.9184818481848185,0.1938141
0.5943894389438944,0.9188118811881189,0.19380526
0.5976897689768977,0.9188118811881189,0.19379236
0.5976897689768977,0.9194719471947195,0.19378194
0.6244224422442244,0.9254125412541254,0.19378188
0.6244224422442244,0.926072607260726,0.19377576
0.6244224422442244,0.927062706270627,0.19376646
0.6264026402640264,0.927062706270627,0.1937038
0.6264026402640264,0.9273927392739274,0.19370282
0.6293729372937293,0.9277227722772278,0.19350494
0.6316831683168317,0.928052805280528,0.193499
0.6316831683168317,0.929042904290429,0.19335525
0.633993399339934,0.929042904290429,0.19335145
0.633993399339934,0.9293729372937294,0.1933348
0.6366336633663366,0.9293729372937294,0.1933344
0.638943894389439,0.9293729372937294,0.19331813
0.638943894389439,0.93003300330033,0.1932829
0.6412541254125412,0.93003300330033,0.19327772
0.6458745874587458,0.93003300330033,0.19327699
0.6488448844884488,0.93003300330033,0.19326946
0.6488448844884488,0.9303630363036304,0.19324106
0.6613861386138614,0.9323432343234324,0.19322671
0.6633663366336634,0.9333333333333333,0.19322668
0.6633663366336634,0.934983498349835,0.19292499
0.666006600660066,0.934983498349835,0.19290644
0.6693069306930693,0.934983498349835,0.19289379
0.6693069306930693,0.9353135313531353,0.19287741
0.6712871287128713,0.9353135313531353,0.192861
0.6732673267326733,0.9356435643564357,0.1928341
0.6732673267326733,0.935973597359736,0.19281335
0.6759075907590759,0.935973597359736,0.19280557
0.6759075907590759,0.9366336633663367,0.19277944
0.6782178217821783,0.9366336633663367,0.19271357
0.6811881188118812,0.9366336633663367,0.19270498
0.6844884488448845,0.936963696369637,0.1927024
0.6867986798679868,0.9372937293729373,0.19270228
0.6867986798679868,0.9376237623762376,0.1926874
0.6897689768976898,0.9379537953795379,0.19268118
0.6897689768976898,0.9382838283828383,0.19268061
0.692079207920792,0.9382838283828383,0.19267458
0.692079207920792,0.9389438943894389,0.19266337
0.6947194719471947,0.9389438943894389,0.1926627
0.6947194719471947,0.9396039603960396,0.19265755
0.6966996699669967,0.9396039603960396,0.19265442
0.6966996699669967,0.9402640264026403,0.1926453
0.6993399339933993,0.9402640264026403,0.19264068
0.6993399339933993,0.9409240924092409,0.1926225
0.7023102310231023,0.9409240924092409,0.1926209
0.7023102310231023,0.9415841584158415,0.19261041
0.7046204620462047,0.9419141914191419,0.1926099
0.7046204620462047,0.9429042904290429,0.19260037
0.7069306930693069,0.9429042904290429,0.19259605
0.7089108910891089,0.9429042904290429,0.19258463
0.7115511551155116,0.9429042904290429,0.19257508
0.7115511551155116,0.9438943894389439,0.19256887
0.7135313531353136,0.9438943894389439,0.19256572
0.7135313531353136,0.9442244224422442,0.1925068
0.7151815181518152,0.9442244224422442,0.19249532
0.7178217821782178,0.9442244224422442,0.19248547
0.7207920792079208,0.9445544554455445,0.19248295
0.7207920792079208,0.9452145214521452,0.19245166
0.7234323432343235,0.9452145214521452,0.19244653
0.7234323432343235,0.9455445544554455,0.19242296
0.7264026402640265,0.9455445544554455,0.19239867
0.7264026402640265,0.9491749174917492,0.19201386
0.7287128712871287,0.9491749174917492,0.19194819
0.7313531353135313,0.9491749174917492,0.19190855
0.7313531353135313,0.9501650165016502,0.19182034
0.7366336633663366,0.9508250825082508,0.19177297
0.7366336633663366,0.9521452145214522,0.19091114
0.737953795379538,0.9521452145214522,0.19090845
0.737953795379538,0.9524752475247524,0.19045855
0.7405940594059406,0.9524752475247524,0.19039841
0.7405940594059406,0.9537953795379538,0.1895115
0.7419141914191419,0.9544554455445544,0.1887284
0.7452145214521452,0.9544554455445544,0.18855612
0.7907590759075908,0.9623762376237623,0.1885556
0.7907590759075908,0.9630363036303631,0.18813267
0.8122112211221122,0.9712871287128713,0.188008
0.8151815181518152,0.9712871287128713,0.18799114
0.8151815181518152,0.9735973597359736,0.18702143
0.8171617161716171,0.9735973597359736,0.18672182
0.8171617161716171,0.974917491749175,0.1852563
0.8194719471947195,0.974917491749175,0.18481496
0.8194719471947195,0.9762376237623762,0.18394718
0.8214521452145215,0.9762376237623762,0.1835886
0.8244224422442245,0.9765676567656766,0.18304615
0.8244224422442245,0.9772277227722772,0.18298118
0.8260726072607261,0.9772277227722772,0.18261996
0.8260726072607261,0.9785478547854786,0.17803286
0.828052805280528,0.9785478547854786,0.17783353
0.8306930693069307,0.9785478547854786,0.17751051
0.8306930693069307,0.9798679867986798,0.17551501
0.8336633663366336,0.9798679867986798,0.17545936
0.8356435643564356,0.9798679867986798,0.17506415
0.8382838283828383,0.9798679867986798,0.17464417
0.8405940594059406,0.9798679867986798,0.17376594
0.8405940594059406,0.9801980198019802,0.17332807
0.8429042904290429,0.9801980198019802,0.17285137
0.8448844884488449,0.9801980198019802,0.16945498
0.8475247524752475,0.9801980198019802,0.16887353
0.8475247524752475,0.9818481848184818,0.16346702
0.8511551155115512,0.9821782178217822,0.1632805
0.8511551155115512,0.9825082508250825,0.16262086
0.8544554455445544,0.9828382838283828,0.16228782
0.8544554455445544,0.9841584158415841,0.15922536
0.8567656765676568,0.9844884488448845,0.1562915
0.8603960396039604,0.9848184818481848,0.15406337
0.8603960396039604,0.9851485148514851,0.1512616
0.8627062706270627,0.9851485148514851,0.15051332
0.8627062706270627,0.9854785478547855,0.14768188
0.8636963696369637,0.9858085808580858,0.1466653
0.8636963696369637,0.9867986798679867,0.1444177
0.8663366336633663,0.9867986798679867,0.1395657
0.8663366336633663,0.9871287128712871,0.13655865
0.8693069306930693,0.9871287128712871,0.13578258
0.8693069306930693,0.9874587458745875,0.13374686
0.8735973597359736,0.9874587458745875,0.13098614
0.8735973597359736,0.9877887788778877,0.13084075
0.8765676567656766,0.9881188118811881,0.12724906
0.8795379537953796,0.9881188118811881,0.12714975
0.8815181518151816,0.9881188118811881,0.12567155
0.8838283828382838,0.9884488448844885,0.122456305
0.8838283828382838,0.9887788778877887,0.121700495
0.8858085808580858,0.9887788778877887,0.117303744
0.8884488448844885,0.9887788778877887,0.11726793
0.8904290429042905,0.9891089108910891,0.108023554
0.8904290429042905,0.9894389438943895,0.10784171
0.8930693069306931,0.9894389438943895,0.10367639
0.8960396039603961,0.9894389438943895,0.10337136
0.8960396039603961,0.9897689768976897,0.102371864
0.8983498349834983,0.9897689768976897,0.099447966
0.9,0.9897689768976897,0.09569175
0.9023102310231023,0.9897689768976897,0.091263704
0.9075907590759076,0.9897689768976897,0.08862587
0.9099009900990099,0.9897689768976897,0.08316781
0.9135313531353135,0.9897689768976897,0.08306538
0.9174917491749175,0.9897689768976897,0.082588494
0.9194719471947195,0.9900990099009901,0.082582496
0.9227722772277228,0.9900990099009901,0.08202936
0.9227722772277228,0.9904290429042905,0.08148515
0.9257425742574258,0.9904290429042905,0.08144839
0.9257425742574258,0.9907590759075907,0.081156865
0.928052805280528,0.9907590759075907,0.07747365
0.928052805280528,0.9914191419141914,0.07605654
0.933993399339934,0.9914191419141914,0.07120535
0.9363036303630363,0.9914191419141914,0.069848694
0.9389438943894389,0.9914191419141914,0.06771811
0.9409240924092409,0.9914191419141914,0.063981794
0.9438943894389439,0.9917491749174917,0.062751785
0.9438943894389439,0.9920792079207921,0.06242434
0.9458745874587459,0.9920792079207921,0.061991345
0.9498349834983498,0.9920792079207921,0.052245688
0.9498349834983498,0.9924092409240924,0.04905005
0.9518151815181518,0.9927392739273927,0.046016313
0.9518151815181518,0.9933993399339934,0.04438277
0.9547854785478548,0.9933993399339934,0.044152953
0.9600660066006601,0.9933993399339934,0.044078846
0.9633663366336633,0.9933993399339934,0.0430525
0.9650165016501651,0.9933993399339934,0.04295163
0.9673267326732673,0.9937293729372937,0.04228429
0.970957095709571,0.9937293729372937,0.04073317
0.970957095709571,0.994059405940594,0.03977142
0.9735973597359736,0.994059405940594,0.036016103
0.9762376237623762,0.9943894389438944,0.035611037
0.9778877887788779,0.9947194719471947,0.03386257
0.9778877887788779,0.995049504950495,0.02784241
0.9801980198019802,0.9953795379537954,0.025371313
0.9801980198019802,0.997029702970297,0.022285083
0.9828382838283828,0.997029702970297,0.021305978
0.9828382838283828,0.9973597359735974,0.021238998
0.9854785478547855,0.9973597359735974,0.02123766
0.9854785478547855,0.998019801980198,0.008854868
0.9900990099009901,0.998019801980198,0.004985746
0.9900990099009901,0.9983498349834984,0.0044733863
0.9917491749174917,0.9983498349834984,0.004367084
0.9917491749174917,0.999009900990099,0.0016490245
0.9943894389438944,0.999009900990099,0.00050923653
0.9943894389438944,0.9993399339933994,0.000196253
0.9973597359735974,0.9993399339933994,3.5640747e-05
1.0,0.9996699669966996,8.414201e-06
1.0,1.0,6.151468e-06
